pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,also_in_entry
num_0011,Volume 2,68,,11,Ill Name,1-25,,,<a href='/digital-beehive/alpha1/alpha_0057/'>bancrupt</a>|<a href='/digital-beehive/alpha1/alpha_0005/'>accusation</a>,,<a href='/digital-beehive/index3/index_1953/'>ill name</a>|<a href='/digital-beehive/index3/index_1953/'>ill name</a>|<a href='/digital-beehive/index3/index_2028/'>infamy</a>,#item-3624e23f3,,Entry: 11|Topic: Ill Name|Xref: bancrupt|Xref: accusation|Index: ill name|Index: ill name|Index: infamy|#item-3624e23f3,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0535/816,4445,2914,377/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0535/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1572030258769,206814445,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0535/816,4445,600,180/250,/0/default.jpg",11. Ill Name,<a href='/digital-beehive/toc/toc2_058/'>Full Page</a>,"This entry appears under two identical entries of the Octavo Index: ""ill name"" in image 3.25, and ""ill name"" in image 3.32.",
num_0012,Volume 2,69,,12,Old friends,1-25,,,<a href='/digital-beehive/num2/num_0419/'>355 [Old and obsolete]</a>,,<a href='/digital-beehive/index4/index_2782/'>old</a>,#item-d601bbf5f,,Entry: 12|Topic: Old friends|Xref: 355 [Old and obsolete]|Index: old|#item-d601bbf5f,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/322,236,3058,514/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569004998583,206910236,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/322,236,600,180/250,/0/default.jpg",12. Old friends,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0013,Volume 2,69,,13,Blindness,1-25,,,<a href='/digital-beehive/alpha3/alpha_0456/'>Ignorance</a>|<a href='/digital-beehive/num6/num_1880/'>1336 [Blindness]</a>,,<a href='/digital-beehive/index1/index_0391/'>blindness</a>,#item-2ae0c3178,,Entry: 13|Topic: Blindness|Xref: Ignorance|Xref: 1336 [Blindness]|Index: blindness|#item-2ae0c3178,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/308,617,3099,533/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569005172599,206910617,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/308,617,600,180/250,/0/default.jpg",13. Blindness,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0014,Volume 2,69,,14,Degenerating,1-25,,,,,<a href='/digital-beehive/index1/index_0991/'>degenerating</a>,#item-798c20b0c,,Entry: 14|Topic: Degenerating|Index: degenerating|#item-798c20b0c,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/347,1072,3005,365/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569005188528,206911072,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/347,1072,600,180/250,/0/default.jpg",14. Degenerating,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0015,Volume 2,69,,15,Moral Philosophy,1-25,,,,,[NOT_IN_INDEX],#item-08ef428b6,,Entry: 15|Topic: Moral Philosophy|Index: [NOT_IN_INDEX]|#item-08ef428b6,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/341,1426,3005,319/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569005447886,206911426,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/341,1426,600,180/250,/0/default.jpg",15. Moral Philosophy,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0016,Volume 2,69,,16,Poverty parts good fellowship,1-25,,,<a href='/digital-beehive/num2/num_0548/'>443 [Friend in need]</a>,,<a href='/digital-beehive/index2/index_1547/'>friendship parted by poverty</a>|<a href='/digital-beehive/index4/index_3097/'>poverty parts friendship</a>,#item-f72c34167,,Entry: 16|Topic: Poverty parts good fellowship|Xref: 443 [Friend in need]|Index: friendship parted by poverty|Index: poverty parts friendship|#item-f72c34167,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/359,1820,3004,547/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569005888895,206911820,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/359,1820,600,180/250,/0/default.jpg",16. Poverty parts good fellowship,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0017,Volume 2,69,,17,French Pocks,1-25,,,<a href='/digital-beehive/num3/num_0865/'>637 [French Pocks]</a>,,[NOT_IN_INDEX],#item-f19860419,,Entry: 17|Topic: French Pocks|Xref: 637 [French Pocks]|Index: [NOT_IN_INDEX]|#item-f19860419,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/354,2271,2989,447/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569005927317,206912271,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/354,2271,600,180/250,/0/default.jpg",17. French Pocks,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0018,Volume 2,69,,18,Busie,1-25,,,<a href='/digital-beehive/num5/num_1608/'>1179 [Business]</a>,,<a href='/digital-beehive/index1/index_0488/'>busie</a>,#item-97255143a,,Entry: 18|Topic: Busie|Xref: 1179 [Business]|Index: busie|#item-97255143a,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/311,2651,3054,347/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569006365238,206912651,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/311,2651,600,180/250,/0/default.jpg",18. Busie,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0019,Volume 2,69,,19,Clothes,1-25,,,<a href='/digital-beehive/num1/num_0203/'>194 [Apparel]</a>,,[NOT_IN_INDEX],#item-6fcfdecc9,,Entry: 19|Topic: Clothes|Xref: 194 [Apparel]|Index: [NOT_IN_INDEX]|#item-6fcfdecc9,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/326,2875,3021,366/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569007061503,206912875,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/326,2875,600,180/250,/0/default.jpg",19. Clothes,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0020,Volume 2,69,,20,Too late,1-25,,,<a href='/digital-beehive/alpha5/alpha_0971/'>too slow</a>|<a href='/digital-beehive/num6/num_1741/'>1255 [Too Late]</a>,,[NOT_IN_INDEX],#item-120ef40bf,,Entry: 20|Topic: Too late|Xref: too slow|Xref: 1255 [Too Late]|Index: [NOT_IN_INDEX]|#item-120ef40bf,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/326,3157,3023,368/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569007095733,206913157,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/326,3157,600,180/250,/0/default.jpg",20. Too late,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0021,Volume 2,69,,21,Moderate,1-25,,,<a href='/digital-beehive/alpha2/alpha_0360/'>gentleness</a>|<a href='/digital-beehive/num5/num_1515/'>1120 [Clemency]</a>|<a href='/digital-beehive/num6/num_1871/'>1331 [Moderation]</a>,,<a href='/digital-beehive/index3/index_2553/'>moderate</a>,#item-f59bc66fa,,Entry: 21|Topic: Moderate|Xref: gentleness|Xref: 1120 [Clemency]|Xref: 1331 [Moderation]|Index: moderate|#item-f59bc66fa,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/318,3400,3028,429/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569007459579,206913400,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/318,3400,600,180/250,/0/default.jpg",21. Moderate,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,"The point of reference for ""Clemency"" is not entirely clear. We linked to 1120 [Clemency], which is the first relevant entry in the numerical section of the Alvearium.",
num_0022,Volume 2,69,,22,Sponge,1-25,,,,,<a href='/digital-beehive/index4/index_3859/'>sponge</a>,#item-716079981,,Entry: 22|Topic: Sponge|Index: sponge|#item-716079981,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/333,3686,3022,227/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569007485132,206913686,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/333,3686,600,180/250,/0/default.jpg",22. Sponge,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0023,Volume 2,69,,23,Gloves,1-25,,,,,<a href='/digital-beehive/index2/index_1627/'>gloves</a>,#item-88bc09889,,Entry: 23|Topic: Gloves|Index: gloves|#item-88bc09889,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/345,3884,2986,248/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569007772686,206913884,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/345,3884,600,180/250,/0/default.jpg",23. Gloves,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0024,Volume 2,69,,24,Astrology,1-25,,,<a href='/digital-beehive/alpha4/alpha_0746/'>Prognostications</a>|<a href='/digital-beehive/num3/num_0887/'>648 [Astrologer]</a>,,<a href='/digital-beehive/index1/index_0230/'>astrology</a>,#item-a74a8fa02,,Entry: 24|Topic: Astrology|Xref: Prognostications|Xref: 648 [Astrologer]|Index: astrology|#item-a74a8fa02,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/326,4133,3023,438/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569007902748,206914133,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/326,4133,600,180/250,/0/default.jpg",24. Astrology,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0025,Volume 2,69,,25,Never,1-25,,,,,<a href='/digital-beehive/index3/index_2689/'>never</a>,#item-60858c364,,Entry: 25|Topic: Never|Index: never|#item-60858c364,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/314,4501,3016,199/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569008074521,206914501,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/314,4501,600,180/250,/0/default.jpg",25. Never,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0026,Volume 2,69,,26,Excom[m]unication,26-50,,,<a href='/digital-beehive/num4/num_1166/'>897 [Excom[m]unication]</a>,,<a href='/digital-beehive/index2/index_1336/'>excom[m]unication</a>,#item-d144254ea,,Entry: 26|Topic: Excom[m]unication|Xref: 897 [Excom[m]unication]|Index: excom[m]unication|#item-d144254ea,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/337,4633,3004,444/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569008177976,206914633,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0536/337,4633,600,180/250,/0/default.jpg",26. Excom[m]unication,<a href='/digital-beehive/toc/toc2_059/'>Full Page</a>,,
num_0027,Volume 2,70,,27,Lukewarmness,26-50,,,<a href='/digital-beehive/alpha5/alpha_1076/'>Zeal</a>|<a href='/digital-beehive/num8/num_2868/'>1943 [Lukewarmness]</a>,,<a href='/digital-beehive/index3/index_2362/'>lukewarm</a>,#item-fa3a7be67,,Entry: 27|Topic: Lukewarmness|Xref: Zeal|Xref: 1943 [Lukewarmness]|Index: lukewarm|#item-fa3a7be67,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/817,190,3006,537/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569426093984,207010190,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/817,190,600,180/250,/0/default.jpg",27. Lukewarmness,<a href='/digital-beehive/toc/toc2_060/'>Full Page</a>,,
num_0028,Volume 2,70,,28,Oath,26-50,,,<a href='/digital-beehive/num3/num_0736/'>576 [Oath]</a>,,[NOT_IN_INDEX],#item-41125ebd6,,Entry: 28|Topic: Oath|Xref: 576 [Oath]|Index: [NOT_IN_INDEX]|#item-41125ebd6,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/783,585,3050,555/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570207081915,207010585,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/783,585,600,180/250,/0/default.jpg",28. Oath,<a href='/digital-beehive/toc/toc2_060/'>Full Page</a>,,
num_0029,Volume 2,70,,29,Curse,26-50,<a href='/digital-beehive/toc/toc1_113/'>p.59 [Image 1.123]</a>,,<a href='/digital-beehive/alpha3/alpha_0571/'>Malediction</a>|<a href='/digital-beehive/num1/num_0092/'>90 [Swearing]</a>|<a href='/digital-beehive/alpha1/alpha_0027/'>anathema</a>|<a href='/digital-beehive/alpha5/alpha_1046/'>wish</a>|<a href='/digital-beehive/alpha4/alpha_0754/'>Prophanation</a>|<a href='/digital-beehive/num5/num_1455/'>1078 [Curse]</a>,,<a href='/digital-beehive/index1/index_0930/'>curse</a>,#item-0abd40d8e,,Entry: 29|Topic: Curse|Xref: Malediction|Xref: 90 [Swearing]|Xref: anathema|Xref: wish|Xref: Prophanation|Xref: 1078 [Curse]|Page: p.59 [Image 1.123]|Index: curse|#item-0abd40d8e,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/805,983,3015,453/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569427381534,207010983,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/805,983,600,180/250,/0/default.jpg",29. Curse,<a href='/digital-beehive/toc/toc2_060/'>Full Page</a>,"The point of reference for ""Swearing"" is not entirely clear. We linked to 90 [Swearing], which is the first relevant entry in the numerical section of the Alvearium.",
num_0030,Volume 2,70,,30,Pilgrimage,26-50,,,<a href='/digital-beehive/num3/num_0686/'>543 [Pilgrimage]</a>|<a href='/digital-beehive/alpha1/alpha_0055/'>ban[n]ishmt</a>,,<a href='/digital-beehive/index4/index_3006/'>pilgrimage</a>,#item-8d6caefeb,,Entry: 30|Topic: Pilgrimage|Xref: 543 [Pilgrimage]|Xref: ban[n]ishmt|Index: pilgrimage|#item-8d6caefeb,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/818,1316,2995,333/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569428200207,207011316,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/818,1316,600,180/250,/0/default.jpg",30. Pilgrimage,<a href='/digital-beehive/toc/toc2_060/'>Full Page</a>,,
num_0031,Volume 2,70,,31,History,26-50,,,<a href='/digital-beehive/alpha4/alpha_0797/'>report</a>|<a href='/digital-beehive/num4/num_1330/'>997 [History]</a>,,<a href='/digital-beehive/index2/index_1843/'>history</a>,#item-0a2826b55,,Entry: 31|Topic: History|Xref: report|Xref: 997 [History]|Index: history|#item-0a2826b55,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/781,1553,3030,489/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1569428770567,207011553,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/781,1553,600,180/250,/0/default.jpg",31. History,<a href='/digital-beehive/toc/toc2_060/'>Full Page</a>,,
num_0032,Volume 2,70,,32,Infallibility,26-50,,,<a href='/digital-beehive/num4/num_1327/'>994 [Infallibility]</a>,,<a href='/digital-beehive/index3/index_2027/'>infallibility</a>,#item-8669bf862,,Entry: 32|Topic: Infallibility|Xref: 994 [Infallibility]|Index: infallibility|#item-8669bf862,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/803,1974,3024,442/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570205752306,207011974,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/803,1974,600,180/250,/0/default.jpg",32. Infallibility,<a href='/digital-beehive/toc/toc2_060/'>Full Page</a>,,
num_0033,Volume 2,70,,33,Last day,26-50,,,<a href='/digital-beehive/num4/num_1318/'>988 [Last day of Judgmt]</a>,,[NOT_IN_INDEX],#item-4ee70a218,,Entry: 33|Topic: Last day|Xref: 988 [Last day of Judgmt]|Index: [NOT_IN_INDEX]|#item-4ee70a218|,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/818,2258,2975,520/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1570207419672,207012258,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0537/818,2258,600,180/250,/0/default.jpg",33. Last day,<a href='/digital-beehive/toc/toc2_060/'>Full Page</a>,,
