pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,insertion,thumbnail,label,location,issue,also_in_entry
num_0644,Volume 2,132,,512,Preaching,501-525,,,<a href='/digital-beehive/toc/toc2_361/'>1967 [Preaching]</a>,,<a href='/digital-beehive/index4/index_3077/'>preaching</a>|<a href='/digital-beehive/index4/index_3240/'>pulpit</a>,#item-cb1511a3d,,Entry: 512|Topic: Preaching|Xref: 1967 [Preaching]|Index: preaching|Index: pulpit|#item-cb1511a3d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0599/866,2947,2895,1032/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0599/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575574373433,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0599/866,2947,600,180/250,/0/default.jpg",512. Preaching,<a href='/digital-beehive/toc/toc2_122/'>Full Page</a>,,
num_0645,Volume 2,132,,513,Lies,501-525,,,<a href='/digital-beehive/toc/toc2_374/'>2085 [Lying]</a>,,<a href='/digital-beehive/index3/index_2303/'>lie</a>,#item-96ba1b81b,,Entry: 513|Topic: Lies|Xref: 2085 [Lying]|Index: lie|#item-96ba1b81b,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0599/880,3807,2890,1242/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0599/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575574558792,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0599/880,3807,600,180/250,/0/default.jpg",513. Lies,<a href='/digital-beehive/toc/toc2_122/'>Full Page</a>,,
num_0646,Volume 2,133,,514,Cruelty,501-525,,,<a href='/digital-beehive/toc/toc2_208/'>1071 [Cruelties]</a>,,<a href='/digital-beehive/index1/index_0940/'>cruelty</a>|<a href='/digital-beehive/index4/index_2855/'>papists cruelty</a>,#item-615fc9de6,,Entry: 514|Topic: Cruelty|Xref: 1071 [Cruelties]|Index: cruelty|Index: papists cruelty|#item-615fc9de6,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/304,232,2964,731/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575574772236,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/304,232,600,180/250,/0/default.jpg",514. Cruelty,<a href='/digital-beehive/toc/toc2_123/'>Full Page</a>,,
num_0647,Volume 2,133,,515,"horrid Cruelties, practised by Papists upon Protestants",501-525,,,4634 [PAGE_MISSING]|<a href='/digital-beehive/alpha1/alpha_0080/'>Bible</a>,,<a href='/digital-beehive/index4/index_3967/'>sufferings of Qrs</a>,#item-dc7c21c2d,,"Entry: 515|Topic: horrid Cruelties, practised by Papists upon Protestants|Xref: 4634 [PAGE_MISSING]|Xref: Bible|Index: sufferings of Qrs|#item-dc7c21c2d","https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/294,832,3037,2556/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575651094086,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/294,832,600,180/250,/0/default.jpg","515. horrid Cruelties, practised by Papists upon Protestants",<a href='/digital-beehive/toc/toc2_123/'>Full Page</a>,,<a href='/digital-beehive/num3/num_0648/'>Cruelty used against Quakers</a>
num_0648,Volume 2,133,,515,Cruelty used against Quakers,501-525,,,<a href='/digital-beehive/toc/toc2_230/'>1182 [Banishment]</a>|<a href='/digital-beehive/toc/toc2_248/'>1273 [Sufferings of the Qu]</a>,,<a href='/digital-beehive/index4/index_3967/'>sufferings of Qrs</a>,#item-36491fc64,,Entry: 515|Topic: Cruelty used against Quakers|Xref: 1182 [Banishment]|Xref: 1273 [Sufferings of the Qu]|Index: sufferings of Qrs|#item-36491fc64,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/379,3306,2897,659/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575652426195,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/379,3306,600,180/250,/0/default.jpg",515. Cruelty used against Quakers,<a href='/digital-beehive/toc/toc2_123/'>Full Page</a>,,"<a href='/digital-beehive/num3/num_0647/'>horrid Cruelties, practised by Papists upon Protestants</a>"
num_0649,Volume 2,133,,519,False Teachers,501-525,,,<a href='/digital-beehive/alpha4/alpha_0730/'>Preaching</a>|<a href='/digital-beehive/num4/num_1117/'>879 [False Teachers]</a>,,[NOT_IN_INDEX],#item-c7fb63e00,,Entry: 519|Topic: False Teachers|Xref: Preaching|Xref: 879 [False Teachers]|Index: [NOT_IN_INDEX]|#item-c7fb63e00,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/368,3889,2955,1078/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575652690736,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0600/368,3889,600,180/250,/0/default.jpg",519. False Teachers,<a href='/digital-beehive/toc/toc2_123/'>Full Page</a>,,
num_0650,Volume 2,134,,520,Judas,501-525,,,,,<a href='/digital-beehive/index3/index_2154/'>Judas</a>,#item-f8ed6acaa,,Entry: 520|Topic: Judas|Index: Judas|#item-f8ed6acaa,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/896,241,2854,392/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575653026799,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/896,241,600,180/250,/0/default.jpg",520. Judas,<a href='/digital-beehive/toc/toc2_124/'>Full Page</a>,,<a href='/digital-beehive/num3/num_0651/'>Tower</a>
num_0651,Volume 2,134,,520,Tower,501-525,,,,,<a href='/digital-beehive/index5/index_4175/'>top</a>|<a href='/digital-beehive/index5/index_4169/'>tower</a>,#item-8744272af,,Entry: 520|Topic: Tower|Index: top|Index: tower|#item-8744272af,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/817,570,2893,305/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575653075887,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/817,570,600,180/250,/0/default.jpg",520. Tower,<a href='/digital-beehive/toc/toc2_124/'>Full Page</a>,,<a href='/digital-beehive/num3/num_0650/'>Judas</a>
num_0652,Volume 2,134,,521,Inseparable,501-525,,,,,<a href='/digital-beehive/index3/index_2053/'>inseparable</a>,#item-c9208ca96,,Entry: 521|Topic: Inseparable|Index: inseparable|#item-c9208ca96,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/908,855,2878,182/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575653165522,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/908,855,600,180/250,/0/default.jpg",521. Inseparable,<a href='/digital-beehive/toc/toc2_124/'>Full Page</a>,,<a href='/digital-beehive/num3/num_0653/'>Openly</a>|<a href='/digital-beehive/num3/num_0654/'>Open. to Open</a>
num_0653,Volume 2,134,,521,Openly,501-525,,,,,<a href='/digital-beehive/index4/index_2749/'>open. openly</a>,#item-e0b77ef1d,,Entry: 521|Topic: Openly|Index: open. openly|#item-e0b77ef1d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/914,1266,2782,169/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575653219714,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/914,1266,600,180/250,/0/default.jpg",521. Openly,<a href='/digital-beehive/toc/toc2_124/'>Full Page</a>,,<a href='/digital-beehive/num3/num_0652/'>Inseparable</a>|<a href='/digital-beehive/num3/num_0654/'>Open. to Open</a>
num_0654,Volume 2,134,,521,Open. to Open,501-525,,,<a href='/digital-beehive/toc/toc2_395/'>2260 [To Open]</a>,,<a href='/digital-beehive/index4/index_2751/'>to open</a>,#item-b021e0506,,Entry: 521|Topic: Open. to Open|Xref: 2260 [To Open]|Index: to open|#item-b021e0506,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/822,1387,2936,214/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575653296708,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/822,1387,600,180/250,/0/default.jpg",521. Open. to Open,<a href='/digital-beehive/toc/toc2_124/'>Full Page</a>,,<a href='/digital-beehive/num3/num_0652/'>Inseparable</a>|<a href='/digital-beehive/num3/num_0653/'>Openly</a>
num_0655,Volume 2,134,,522,Flesh,501-525,,,<a href='/digital-beehive/toc/toc2_350/'>1830 [Flesh]</a>,,<a href='/digital-beehive/index2/index_1462/'>flesh</a>,#item-09ea8248a,,Entry: 522|Topic: Flesh|Xref: 1830 [Flesh]|Index: flesh|#item-09ea8248a,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/933,1528,2806,757/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575653457294,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/933,1528,600,180/250,/0/default.jpg",522. Flesh,<a href='/digital-beehive/toc/toc2_124/'>Full Page</a>,,
num_0656,Volume 2,134,,523,Bed,501-525,,,4619 [PAGE_MISSING],,<a href='/digital-beehive/index1/index_0307/'>bed</a>,#item-3251c2f79,,Entry: 523|Topic: Bed|Xref: 4619 [PAGE_MISSING]|Index: bed|#item-3251c2f79,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/925,2224,2806,857/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575653527544,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/925,2224,600,180/250,/0/default.jpg",523. Bed,<a href='/digital-beehive/toc/toc2_124/'>Full Page</a>,,
num_0657,Volume 2,134,,524,Novelty,501-525,,,4705 [PAGE_MISSING],,<a href='/digital-beehive/index3/index_2117/'>Innovations</a>|<a href='/digital-beehive/index3/index_2735/'>novelty</a>,#item-e61296dbd,,Entry: 524|Topic: Novelty|Xref: 4705 [PAGE_MISSING]|Index: Innovations|Index: novelty|#item-e61296dbd,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/916,2996,2812,978/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575653650204,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/916,2996,600,180/250,/0/default.jpg",524. Novelty,<a href='/digital-beehive/toc/toc2_124/'>Full Page</a>,,
num_0658,Volume 2,134,,525,Temptation,501-525,,,<a href='/digital-beehive/toc/toc2_280/'>1435 [Temptation]</a>,,<a href='/digital-beehive/index5/index_4118/'>temptation</a>,#item-9261555f9,,Entry: 525|Topic: Temptation|Xref: 1435 [Temptation]|Index: temptation|#item-9261555f9,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/903,3891,2833,1102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575653837263,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0601/903,3891,600,180/250,/0/default.jpg",525. Temptation,<a href='/digital-beehive/toc/toc2_124/'>Full Page</a>,,
num_0659,Volume 2,135,,526,Xst Jesus,526-550,,,<a href='/digital-beehive/toc/toc2_203/'>1046 [Christ]</a>,,<a href='/digital-beehive/index1/index_0641/'>Christ</a>,#item-c2c2bd542,,Entry: 526|Topic: Xst Jesus|Xref: 1046 [Christ]|Index: Christ|#item-c2c2bd542,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/311,256,2994,699/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575654141725,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/311,256,600,180/250,/0/default.jpg",526. Xst Jesus,<a href='/digital-beehive/toc/toc2_125/'>Full Page</a>,,
num_0660,Volume 2,135,,527,Incarnation,526-550,,,Body of Christ|<a href='/digital-beehive/toc/toc2_283/'>1449 [Incarnation of Christ]</a>,,<a href='/digital-beehive/index3/index_1933/'>incarnation</a>,#item-3613124dc,,Entry: 527|Topic: Incarnation|Xref: Body of Christ|Xref: 1449 [Incarnation of Christ]|Index: incarnation|#item-3613124dc,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/335,843,2931,533/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575654348002,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/335,843,600,180/250,/0/default.jpg",527. Incarnation,<a href='/digital-beehive/toc/toc2_125/'>Full Page</a>,"The point of reference for ""Body of Christ"" is unclear.",<a href='/digital-beehive/num3/num_0661/'>Law of Nature</a>
num_0661,Volume 2,135,,527,Law of Nature,526-550,,,<a href='/digital-beehive/num3/num_0871/'>640 [Law of Nature]</a>,,<a href='/digital-beehive/index3/index_2220/'>Law of nature</a>,#item-27f2cd3b8,,Entry: 527|Topic: Law of Nature|Xref: 640 [Law of Nature]|Index: Law of nature|#item-27f2cd3b8,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/388,1279,2909,338/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575654477394,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/388,1279,600,180/250,/0/default.jpg",527. Law of Nature,<a href='/digital-beehive/toc/toc2_125/'>Full Page</a>,,<a href='/digital-beehive/num3/num_0660/'>Incarnation</a>
num_0662,Volume 2,135,,528,Alms,526-550,,,<a href='/digital-beehive/toc/toc2_286/'>1461 [Alms]</a>,,<a href='/digital-beehive/index1/index_0079/'>alms</a>,#item-3ea8ebed7,,Entry: 528|Topic: Alms|Xref: 1461 [Alms]|Index: alms|#item-3ea8ebed7,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/346,1534,2961,787/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575654964463,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/346,1534,600,180/250,/0/default.jpg",528. Alms,<a href='/digital-beehive/toc/toc2_125/'>Full Page</a>,,
num_0663,Volume 2,135,,529,Angry,526-550,,,<a href='/digital-beehive/toc/toc2_217/'>1118 [Anger]</a>,,<a href='/digital-beehive/index1/index_0186/'>anger</a>,#item-3e52409e8,,Entry: 529|Topic: Angry|Xref: 1118 [Anger]|Index: anger|#item-3e52409e8,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/365,2258,2916,467/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575655059328,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/365,2258,600,180/250,/0/default.jpg",529. Angry,<a href='/digital-beehive/toc/toc2_125/'>Full Page</a>,,<a href='/digital-beehive/num3/num_0664/'>Magnanimity</a>
num_0664,Volume 2,135,,529,Magnanimity,526-550,,,795 [PAGE_MISSING],,<a href='/digital-beehive/index3/index_2397/'>magnanimity</a>,#item-4ad1a0f97,,Entry: 529|Topic: Magnanimity|Xref: 795 [PAGE_MISSING]|Index: magnanimity|#item-4ad1a0f97,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/382,2652,2899,450/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1575655162451,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0602/382,2652,600,180/250,/0/default.jpg",529. Magnanimity,<a href='/digital-beehive/toc/toc2_125/'>Full Page</a>,,<a href='/digital-beehive/num3/num_0663/'>Angry</a>
